8.088485	8.088507	-0.010203	-44.698925	-44.610026	-40.706654	2.961119	2.974749	43.649437	70.433439
8.092431	8.096628	0.395856	-28.898812	-12.100603	-36.535230	3.644619	2.051040	1.099547	28.901494
8.090546	8.099365	0.810563	-36.452341	-1.151908	2.391635	1.101591	-2.084286	-0.032017	16.666973
8.098634	8.093694	1.222346	-4.072232	-23.846082	29.617727	0.439716	3.616556	-1.452443	18.246661
0.009641	0.001520	1.621183	38.593868	6.087618	5.011853	-2.576908	0.284637	-1.155512	19.360055
8.089621	0.005964	2.014169	-40.151364	23.876261	-43.005774	3.252271	-0.810130	2.717611	50.303416
8.094120	8.095145	2.438291	-22.145554	-18.041378	33.606837	-0.172438	0.841463	-2.564928	24.271885
0.000706	0.009386	2.835224	2.832013	37.574302	1.390526	2.028916	-0.916950	2.146531	17.739518
0.006933	8.092693	3.248489	27.758867	-27.856415	34.542474	-0.264948	0.954838	-0.641690	34.183341
0.001578	8.090199	3.651885	6.318698	-37.844816	28.196606	1.000821	0.434537	0.676414	28.287822
0.010829	8.091127	4.058622	43.349132	-34.127612	35.213489	-2.123502	0.241320	-2.815699	53.449189
0.006354	8.090738	4.449300	25.437125	-35.682431	-22.043904	-0.481991	1.289309	3.636313	30.022273
8.088929	8.096936	4.863784	-42.923994	-10.867388	15.979382	3.971970	2.071746	-3.774235	27.647821
0.004040	0.005643	5.253747	16.172969	22.591547	-44.139960	-1.135140	-1.327841	3.262142	33.940813
0.002779	8.091310	5.672381	11.124458	-33.389250	10.503837	-0.078040	2.699512	-1.179166	16.830498
0.006051	8.092652	6.074666	24.225055	-28.016238	-0.288867	-0.519461	3.973787	0.727167	17.116472
0.000212	8.095541	6.484225	0.849750	-16.456088	18.028095	0.074070	0.366901	-1.921333	7.442970
8.096687	0.008403	6.881823	-11.863840	33.631428	-11.529148	1.541273	-4.424435	1.329116	17.526947
0.000564	8.098041	7.290640	2.256117	-6.444645	3.816751	-0.348733	1.490347	-0.571907	0.763479
0.003751	8.092306	7.702041	15.014250	-29.410023	29.451417	-1.636539	-0.488483	-12.677030	24.426933
0.008082	0.410995	-0.009959	32.355892	24.067771	-39.733413	-1.133230	-0.907621	42.443961	39.987478
0.010424	0.401282	0.395650	41.730043	-14.813326	-37.356576	-1.240701	0.840308	1.927194	41.876982
8.094521	0.395475	0.813900	-20.538230	-38.060425	15.752316	0.231789	2.306381	-0.953720	26.433068
0.006926	0.404183	1.216493	27.721631	-3.201466	6.188652	-3.411730	-0.200209	0.373943	10.194146
0.000272	0.406914	1.625263	1.089723	7.733464	21.352439	-0.132467	-0.509819	0.353801	6.449598
0.008301	0.406725	2.035290	33.232532	6.979460	41.537284	-0.607969	1.362675	-4.737464	35.914432
8.095934	0.402589	2.422682	-14.884352	-9.579551	-28.868288	0.159406	0.610503	5.110230	14.307203
8.090984	0.412860	2.841826	-34.697349	31.538600	27.810367	2.382589	0.167394	-3.492130	37.081598
0.010158	0.414012	3.231797	40.661543	36.146076	-32.280959	-3.301064	-0.843543	2.308399	49.932298
0.004159	0.396651	3.633768	16.650023	-33.357350	-44.339260	-0.042573	-0.249119	1.110074	41.871505
8.088496	0.398124	4.051763	-44.655697	-27.458395	7.754895	2.498892	-0.245385	-0.798462	35.038214
8.096859	0.394414	4.454021	-11.177498	-42.313461	-3.153505	0.565394	0.492751	-0.605277	24.022017
0.006372	0.403691	4.855055	25.505698	-5.175436	-18.957321	-1.867403	-2.225191	1.626684	12.934938
0.007890	0.405563	5.269874	31.580740	2.321828	20.415011	-3.421135	-0.218429	-1.943298	17.711129
8.094434	0.411314	5.669043	-20.878343	25.346619	-2.850779	4.192279	-0.311839	1.397674	13.556009
8.092884	0.403802	6.079840	-27.093046	-4.730817	20.421940	0.343306	-1.574509	-1.156249	14.641331
0.010410	0.410718	6.478964	41.677579	22.960364	-3.027634	-0.193460	-1.398510	1.525979	28.364691
0.008240	0.396810	6.892432	32.985091	-32.713164	30.941011	-1.242264	3.372397	-0.673531	38.872138
8.088890	0.414828	7.293485	-43.080108	39.415527	15.204846	3.403679	-1.349579	-0.398924	45.424455
0.006700	0.397014	7.697120	26.823227	-31.905446	9.751564	-0.291165	-0.086615	-12.541933	22.864478
0.009117	0.816093	-0.002970	36.491365	24.531297	-11.804683	-4.436822	-1.978922	21.596343	25.861679
0.009924	0.818560	0.403759	39.731377	34.409643	-4.898142	0.330262	-0.207796	0.437326	34.768269
8.092126	0.808286	0.809516	-30.124535	-6.722266	-1.797205	2.682861	0.147112	0.802306	11.926807
8.089181	0.812387	1.221475	-41.913025	9.695380	26.130977	4.183321	-0.021488	-0.623297	31.610753
8.092560	0.810526	1.628836	-28.388434	2.247408	35.651726	0.630427	0.114259	-1.720471	25.977027
8.095381	0.819850	2.022413	-17.099754	39.568113	-10.005298	-0.150583	-3.208022	2.028869	24.431675
0.009616	0.819152	2.426271	38.499122	36.778472	-14.506581	0.225459	-1.781728	0.764820	37.995829
0.000733	0.814478	2.845396	2.934430	18.067244	42.098742	0.183777	-0.897287	-5.264863	26.293200
0.005986	0.815592	3.230724	23.961240	22.529984	-36.574527	-2.807759	0.212063	3.882271	30.187222
0.007905	0.802699	3.634118	31.647045	-29.089726	-42.938484	-0.846584	0.708093	0.910513	46.058213
8.097844	0.805417	4.047105	-7.233694	-18.212009	-10.892930	1.256704	-0.551729	-0.708104	6.271663
8.097836	0.801890	4.452147	-7.269811	-32.329055	-10.658128	-0.221416	-0.026314	-0.658060	15.117255
8.095180	0.799268	4.853958	-17.897013	-42.821677	-23.350596	1.554831	2.215655	1.246030	33.678428
8.089315	0.803736	5.265342	-41.370610	-24.936366	2.274655	5.315746	1.392057	0.139680	29.177669
8.099529	0.818508	5.675872	-0.487535	34.196087	24.482368	0.658998	-2.494089	-0.743741	22.071698
8.089802	0.801474	6.075806	-39.435618	-33.994066	4.276214	-0.106105	1.163110	0.376665	34.050255
8.096120	0.809002	6.481690	-14.143280	-3.853637	7.882459	-1.351944	1.604749	0.368908	3.456318
0.001901	0.800360	6.891826	7.611215	-38.453898	28.511439	-0.657873	0.829119	-2.300304	29.315056
8.097489	0.811874	7.282788	-8.655337	7.639872	-27.617555	1.016657	-1.104237	1.195842	11.179505
0.008761	0.802736	7.688125	35.070856	-28.941212	-26.263965	-1.035509	0.424643	-12.383082	34.403404
8.091070	1.207331	0.011019	-34.351582	-30.486746	44.175964	2.318228	3.130814	11.601353	50.668794
0.004054	1.221912	0.408161	16.221668	27.882367	12.729798	-3.452358	0.144562	1.927231	15.005000
8.095840	1.220252	0.817189	-15.260517	21.226618	28.915930	-0.015895	-3.795036	-2.516639	18.959785
0.004942	1.218476	1.211795	19.788183	14.127460	-12.618020	0.457064	-0.013394	2.239577	9.362358
0.002465	1.213050	1.626963	9.867734	-7.595041	28.148905	-0.235555	1.010215	-3.906660	11.820893
0.006120	1.209908	2.014747	24.502371	-20.174718	-40.691839	0.762340	2.028452	4.497566	33.228780
0.002257	1.215263	2.432803	9.038154	1.264619	11.637024	0.451395	1.170326	-1.185389	2.728809
8.092526	1.210002	2.833817	-28.523905	-19.797920	-4.246264	3.008740	2.081193	0.449882	15.266828
0.003193	1.220371	3.237932	12.777699	21.708214	-7.718472	-1.935896	-1.660682	0.362507	8.660145
0.002635	1.217589	3.652757	10.544593	10.573643	31.675150	-2.463372	-0.625888	-5.001133	15.300565
8.092537	1.210658	4.039182	-28.486303	-17.171564	-42.603230	-0.277486	0.815513	5.077626	36.449784
8.088691	1.225030	4.465769	-43.873646	40.365478	43.878204	3.792179	-0.501640	-0.632803	68.368321
8.093062	1.217273	4.869520	-26.375516	9.310593	38.949747	2.576635	0.644613	-1.910933	28.689994
0.001330	1.215993	5.263414	5.322578	4.182267	-5.439025	-0.713059	-1.789956	1.158038	0.940815
8.098528	1.210634	5.663074	-4.499669	-17.265163	-26.751417	-1.193148	2.597961	0.603072	12.900818
8.093306	1.204895	6.068252	-25.397244	-40.246919	-25.968351	4.126403	0.326783	0.542495	36.672153
0.001665	1.224212	6.477836	6.662741	37.084565	-7.546512	-1.252824	-2.247877	0.028081	18.423566
0.003443	1.211724	6.886639	13.783161	-12.907697	7.746161	-0.433270	-0.659844	-1.500660	5.197742
8.097237	1.204538	7.284896	-9.667416	-41.671929	-19.176580	-0.884622	2.709376	1.029976	27.421237
8.090531	1.213705	7.704165	-36.506695	-4.977473	37.953829	2.525611	-0.751597	-13.907147	34.910624
0.009408	1.622295	0.008082	37.662095	9.459577	32.422136	-2.690603	-2.719472	12.784186	31.929937
8.088812	1.624100	0.412677	-43.395673	16.694300	30.800571	-0.054136	-0.210076	-4.189605	38.810324
8.091380	1.610097	0.799091	-33.112626	-39.360430	-43.527731	0.760654	3.739936	4.199419	56.649803
8.097221	1.628098	1.204117	-9.725378	32.699039	-43.362062	1.537148	-0.273951	0.446354	37.980847
0.009475	1.628566	1.623549	37.930489	34.569084	14.481287	-1.617284	-2.661702	-2.319884	35.477628
0.003458	1.610468	2.015823	13.837592	-37.882844	-36.384839	-3.570078	0.424006	2.488634	36.812589
8.088559	1.620526	2.436367	-44.399331	2.388765	25.906681	5.518213	0.693912	-0.461171	33.041024
0.003438	1.620954	2.841542	13.755740	4.092093	26.675297	-3.718991	-2.431867	-1.919042	11.448073
0.005064	1.614421	3.234395	20.270125	-22.052622	-21.875337	-1.559357	1.767077	2.613762	17.164885
8.091576	1.619549	3.644119	-32.323122	-1.527314	-2.898756	3.878319	-0.400725	-0.090296	13.169677
8.090738	1.620024	4.057830	-35.681987	0.374856	32.046833	2.065825	-0.415135	-0.283901	28.701303
8.088708	1.627113	4.465177	-43.813377	28.759374	41.505742	0.055734	0.614107	-4.563603	55.765028
8.088920	1.629524	4.850034	-42.958751	38.404278	-39.053571	3.527488	-2.951701	5.074806	60.457414
8.089332	1.613013	5.259784	-41.313001	-27.686880	-19.978173	0.624059	2.300155	-1.312703	35.839504
8.098474	1.623267	5.661964	-4.716863	13.357562	-31.193058	-1.076888	-0.052086	0.819363	14.643960
8.099364	1.623271	6.075504	-1.152703	13.368982	3.065767	-0.783464	-2.851871	0.215711	2.363852
8.096455	1.617566	6.484678	-12.790639	-9.462076	19.842547	3.114149	1.615650	-2.273246	8.070822
0.005018	1.615600	6.875917	20.090508	-17.335123	-35.174098	-0.692722	0.061142	1.926493	24.222174
0.009175	1.625310	7.283857	36.731288	21.532684	-23.345216	-0.468253	-1.959431	-1.647552	29.418715
0.003380	1.616992	7.684071	13.532431	-11.761662	-42.490707	-0.278908	0.998081	-11.194224	26.537541
0.007800	2.014680	-0.009879	31.221976	-40.962791	-39.411934	-2.652050	2.252246	43.171880	52.478876
8.098000	2.024461	0.405021	-6.606423	-1.806351	0.154387	1.311301	1.036921	0.023476	0.585563
0.010733	2.027314	0.819182	42.971559	9.610137	36.897919	0.246516	-0.513648	-0.455376	41.178536
