-1.5336 -0.866232 -0.604964
-1.30855 -0.769347 -0.331983
-1.12953 -0.648004 -0.010793
-0.970122 -0.560045 0.297867
-0.779911 -0.410794 0.631622
-1.30661 -0.552644 -0.629286
-1.12869 -0.452204 -0.329122
-0.95974 -0.3355 -0.00800162
-0.745465 -0.197515 0.320385
-0.552361 -0.115586 0.631706
-1.12764 -0.205599 -0.630951
-0.95867 -0.101521 -0.329789
-0.775638 0.0114023 -0.0056179
-0.58387 0.0926835 0.295781
-0.36231 0.215844 0.629536
-0.942631 0.0984064 -0.630302
-0.763357 0.207229 -0.32312
-0.565133 0.342646 0.0103863
-0.386144 0.445861 0.309024
-0.2051 0.557052 0.63468
-0.747613 0.420641 -0.631114
-0.558208 0.524712 -0.302109
-0.376002 0.645125 0.0131565
-0.180855 0.752394 0.300549
0.00835505 0.89342 0.64073
-1.13364 -0.867729 -0.631681
-0.960304 -0.744958 -0.335614
-0.769688 -0.651306 -0.00481141
-0.562302 -0.536335 0.296324
-0.388214 -0.426538 0.591823
-0.954556 -0.561447 -0.627955
-0.777029 -0.429255 -0.295761
-0.585227 -0.322098 0.0144669
-0.35512 -0.212787 0.282626
-0.203061 -0.133819 0.586642
-0.764339 -0.22545 -0.596789
-0.578999 -0.117301 -0.318254
-0.382045 -0.0189584 0.0092045
-0.164034 0.116679 0.318352
0.00745842 0.213009 0.615487
-0.599238 0.0860532 -0.642401
-0.367629 0.25196 -0.290116
-0.201142 0.315447 0.01153
-0.00949777 0.429273 0.325958
0.199037 0.581037 0.626971
-0.381937 0.444077 -0.627465
-0.196931 0.571313 -0.295175
-0.0157943 0.670082 0.00992803
0.200049 0.75439 0.301573
0.377191 0.892949 0.645942
-0.778829 -0.895023 -0.627528
-0.554149 -0.776848 -0.29735
-0.387033 -0.668395 -0.0168908
-0.199996 -0.557991 0.328467
-0.01129 -0.44024 0.633237
-0.551655 -0.534693 -0.605134
-0.40318 -0.451689 -0.301272
-0.169903 -0.331677 -0.0054734
0.0127158 -0.210226 0.29913
0.209822 -0.0958018 0.615429
-0.382669 -0.2135 -0.598043
-0.164958 -0.115407 -0.295978
0.00464734 -0.0130035 0.0159179
0.195015 0.116959 0.323414
0.350506 0.207977 0.630999
-0.166748 0.121029 -0.63285
0.0090946 0.216946 -0.324996
0.196594 0.316876 -0.0135569
0.368953 0.433873 0.29398
0.587196 0.54498 0.605732
-0.00621999 0.42619 -0.602037
0.197993 0.537181 -0.301824
0.399694 0.64944 -0.0031164
0.578741 0.781622 0.327875
0.754582 0.872286 0.595348
-0.394556 -0.901063 -0.637012
-0.209944 -0.753663 -0.31597
-0.0235282 -0.661887 -0.00259876
0.202777 -0.552323 0.313712
0.384592 -0.453622 0.594899
-0.211869 -0.535174 -0.609847
0.0214023 -0.43036 -0.314771
0.180701 -0.332692 -0.0113144
0.363569 -0.210207 0.316508
0.585464 -0.126649 0.636223
0.00742783 -0.231165 -0.597056
0.17816 -0.0967014 -0.287465
0.404016 -0.0101111 -0.000723005
0.577148 0.112826 0.320589
0.739962 0.219259 0.629235
0.201348 0.0968661 -0.600988
0.389763 0.230234 -0.304208
0.576555 0.318273 -0.0109406
0.768034 0.430769 0.301622
0.961992 0.547093 0.628213
0.360475 0.436644 -0.613958
0.582924 0.560194 -0.320597
0.749216 0.68028 -0.00620297
0.965052 0.747152 0.314458
1.14445 0.879518 0.617936
0.00703245 -0.866688 -0.636213
0.174145 -0.75032 -0.320079
0.364388 -0.669957 0.00562512
0.563917 -0.536212 0.299858
0.740472 -0.443725 0.615316
0.198024 -0.528202 -0.637694
0.361415 -0.440391 -0.325155
0.559245 -0.337127 -0.00677567
0.783332 -0.2272 0.300741
0.940576 -0.0903495 0.647244
0.3885 -0.22282 -0.621235
0.580229 -0.0975352 -0.291128
0.752512 -0.000703157 0.0232741
0.94223 0.121038 0.323241
