1	-565.925	57.4012	-508.524	36.8399	0	
2	-584.174	75.6365	-508.537	48.5433	0	
3	-575.486	66.9654	-508.52	42.9782	0	
4	-574.499	65.9771	-508.522	42.3439	0	
5	-574.624	66.0917	-508.532	42.4174	0	
6	-580.361	71.8217	-508.539	46.095	0	
7	-578.795	70.2649	-508.53	45.0958	0	
8	-574.208	65.6733	-508.535	42.1489	0	
9	-577.637	69.1026	-508.534	44.3498	0	
10	-574.23	65.7062	-508.524	42.1701	0	
11	-570.806	62.2836	-508.522	39.9734	0	
12	-579.88	71.3389	-508.541	45.7851	0	
13	-577.412	68.8892	-508.523	44.2129	0	
14	-586	77.4549	-508.545	49.7104	0	
15	-572.977	64.4415	-508.536	41.3584	0	
16	-578.946	70.412	-508.534	45.1902	0	
17	-574.461	65.9284	-508.532	42.3127	0	
18	-578.83	70.2832	-508.546	45.1075	0	
19	-584.625	76.0904	-508.535	48.8346	0	
20	-578.944	70.4174	-508.527	45.1937	0	
21	-583.206	74.6739	-508.532	47.9255	0	
22	-579.389	70.8446	-508.544	45.4678	0	
23	-571.641	63.1076	-508.533	40.5023	0	
24	-578.958	70.4207	-508.538	45.1958	0	
25	-577.245	68.7221	-508.523	44.1056	0	
26	-579.009	70.4745	-508.534	45.2303	0	
27	-572.02	63.4856	-508.535	40.7449	0	
28	-578.718	70.176	-508.542	45.0388	0	
29	-574.575	66.0425	-508.532	42.3859	0	
30	-583.926	75.3919	-508.534	48.3863	0	
31	-578.551	70.0136	-508.537	44.9345	0	
32	-583.398	74.8593	-508.539	48.0445	0	
33	-575.926	67.3923	-508.534	43.2522	0	
34	-583.831	75.2894	-508.542	48.3205	0	
35	-574.839	66.2979	-508.541	42.5498	0	
36	-576.26	67.7338	-508.526	43.4714	0	
37	-575.608	67.0759	-508.532	43.0491	0	
38	-583.841	75.2905	-508.551	48.3212	0	
39	-577.333	68.8085	-508.525	44.1611	0	
40	-579.839	71.3022	-508.537	45.7615	0	
41	-575.833	67.2983	-508.535	43.1918	0	
42	-579.775	71.2385	-508.537	45.7207	0	
43	-581.478	72.9363	-508.542	46.8103	0	
44	-577.914	69.3724	-508.541	44.523	0	
45	-578.124	69.5965	-508.527	44.6668	0	
46	-578.123	69.5827	-508.541	44.6579	0	
47	-581.896	73.3686	-508.528	47.0878	0	
48	-580.921	72.3737	-508.548	46.4492	0	
49	-579.074	70.5392	-508.535	45.2719	0	
50	-583.044	74.5113	-508.532	47.8212	0	
51	-575.531	67.006	-508.525	43.0042	0	
52	-582.984	74.4491	-508.535	47.7812	0	
53	-581.525	72.9826	-508.542	46.84	0	
54	-589.218	80.6767	-508.541	51.7781	0	
55	-580.464	71.9311	-508.533	46.1651	0	
56	-582.494	73.9538	-508.54	47.4633	0	
57	-576.852	68.3242	-508.528	43.8503	0	
58	-585.201	76.6606	-508.541	49.2006	0	
59	-575.923	67.3994	-508.524	43.2567	0	
60	-578.633	70.1007	-508.532	44.9904	0	
61	-576.084	67.5515	-508.533	43.3544	0	
62	-591.809	83.2634	-508.545	53.4382	0	
63	-580.46	71.9263	-508.534	46.1621	0	
64	-593.648	85.0959	-508.552	54.6143	0	
65	-578.197	69.6684	-508.528	44.713	0	
66	-591.226	82.6795	-508.546	53.0635	0	
67	-582.685	74.142	-508.543	47.5841	0	
68	-578.275	69.7409	-508.534	44.7595	0	
69	-572.63	64.1045	-508.525	41.1421	0	
70	-588.123	79.5809	-508.542	51.0748	0	
71	-583.421	74.8777	-508.543	48.0563	0	
72	-585.754	77.2054	-508.549	49.5502	0	
73	-575.825	67.2989	-508.526	43.1922	0	
74	-587.564	79.0273	-508.537	50.7195	0	
75	-576.779	68.2492	-508.53	43.8021	0	
76	-593.272	84.7271	-508.545	54.3776	0	
77	-579.436	70.9062	-508.53	45.5074	0	
78	-580.901	72.3709	-508.53	46.4474	0	
79	-578.911	70.3709	-508.54	45.1638	0	
80	-580.245	71.7112	-508.533	46.024	0	
81	-573.823	65.2887	-508.534	41.9021	0	
82	-581.917	73.3788	-508.538	47.0943	0	
83	-586.673	78.137	-508.536	50.1481	0	
84	-579.546	71.0184	-508.527	45.5794	0	
85	-569.668	61.1513	-508.516	39.2467	0	
86	-574.291	65.7596	-508.532	42.2043	0	
87	-586.371	77.833	-508.538	49.953	0	
88	-577.927	69.3976	-508.53	44.5392	0	
89	-580.186	71.6458	-508.541	45.9821	0	
90	-578.566	70.0391	-508.527	44.9509	0	
91	-582.998	74.4569	-508.542	47.7862	0	
92	-579.208	70.6682	-508.54	45.3546	0	
93	-584.516	75.9756	-508.54	48.7609	0	
94	-580.128	71.5909	-508.537	45.9468	0	
95	-582.566	74.0294	-508.537	47.5119	0	
96	-580.031	71.4967	-508.534	45.8864	0	
97	-576.048	67.5207	-508.528	43.3346	0	
98	-578.306	69.7772	-508.529	44.7828	0	
99	-581.181	72.6512	-508.53	46.6273	0	
100	-582.249	73.7146	-508.535	47.3098	0	
101	-586.134	77.5941	-508.54	49.7997	0	
102	-581.558	73.0358	-508.522	46.8741	0	
103	-582.49	73.9528	-508.537	47.4627	0	
104	-577.043	68.5101	-508.533	43.9696	0	
105	-587.462	78.9301	-508.532	50.6571	0	
106	-582.861	74.3323	-508.529	47.7062	0	
107	-580.06	71.5264	-508.534	45.9055	0	
108	-579.039	70.5221	-508.517	45.2609	0	
109	-576.958	68.4231	-508.535	43.9138	0	
